"id_Filme"	"Titulo"	"director"	"cast"	"country"	"data_lancamento"	"Classificacao_indicativa"	"Duracao_min"	"Sinopse"	"listed_in"
"612"	"The Whole Truth"	"Courtney Hunt"	"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry"	"United States"	"2016"	"R"	"93 min"	"Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim."	"Dramas, Thrillers"
"613"	"The Yeti Adventures"	"Pierre Greco, Nancy Florence Savard"	"Rachelle Lefevre, Noel Fisher, Colm Feore, Julian Stamboulieh, Jesse Camacho, Bronwen Mantel, Arthur Holden"	"Canada"	"2018"	"TV-PG"	"85 min"	"An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure."	"Filmes familiares e infantis, Comedias"
"614"	"Under Siege"	"Andrew Davis"	"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans"	"France, United States"	"1992"	"R"	"102 min"	"A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook."	"Ação e Aventura"
"615"	"Zack and Miri Make a Porno"	"Kevin Smith"	"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob"	"United States"	"2008"	"R"	"101 min"	"Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise."	"Comedias, Filmes Independentes, Romantic Movies"
"616"	"Seven"	"Tosin Igho"	"Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi"		"2019"	"TV-14"	"113 min"	"After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance."	"Dramas, Filmes Internacionais"
"617"	"The Disciple"	"Chaitanya Tamhane"	"Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse"	"India"	"2021"	"TV-MA"	"128 min"	"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."	"Dramas, Filmes Independentes, Filmes Internacionais"
"618"	"The Mitchells vs. The Machines"	"Mike Rianda, Jeff Rowe"	"Danny McBride, Abbi Jacobson, Maya Rudolph, Mike Rianda, Eric André, Olivia Colman, Fred Armisen, Beck Bennett, John Legend, Chrissy Teigen, Blake Griffin, Conan O'Brien, Charlyne Yi"		"2021"	"PG"	"114 min"	"A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race."	"Filmes familiares e infantis, Comedias"
"619"	"The Strangers: Prey at Night"	"Johannes Roberts"	"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman"	"United States, United Kingdom"	"2018"	"R"	"85 min"	"Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers."	"Horror"
"620"	"Things Heard & Seen"	"Robert Pulcini, Shari Springer Berman"	"Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter, F. Murray Abraham, Rhea Seehorn, Michael O'Keefe, Karen Allen, Jack Gore, James Urbaniak, Ana Sophia Heger"		"2021"	"TV-MA"	"121 min"	"A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life."	"Horror, Thrillers"
"621"	"Get the Grift"	"Pedro Antonio"	"Marcus Majella, Samantha Schmütz, Caito Mainier, Pedroca Monteiro, Thelmo Fernandes, Zeca Carvalho, Pablo Sanabio, Luan Caruzo"	"Brazil"	"2021"	"TV-MA"	"95 min"	"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together."	"Comedias, Filmes Internacionais"
"622"	"August: Osage County"	"John Wells"	"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham"	"United States"	"2014"	"R"	"121 min"	"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother."	"Dramas"
"623"	"Battle: Los Angeles"	"Jonathan Liebesman"	"Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack"	"United States"	"2011"	"PG-13"	"116 min"	"Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens."	"Ação e Aventura, Sci-Fi & Fantasia"
"624"	"Between Worlds"	"Maria Pulera"	"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn"	"Spain"	"2018"	"R"	"91 min"	"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone."	"Thrillers"
"625"	"One"	"Santhosh Viswanath"	"Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna"	"India"	"2020"	"TV-PG"	"149 min"	"A formidable Kerala chief minister’s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle."	"Dramas, Filmes Internacionais"
"626"	"Ram Prasad Ki Tehrvi"	"Seema Pahwa"	"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah"	"India"	"2019"	"TV-14"	"113 min"	"Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow."	"Dramas, Filmes Independentes, Filmes Internacionais"
"627"	"Shadow and Bone - The Afterparty"		"David Spade, London Hughes, Fortune Feimster, Ben Barnes, Jessie Mei Li, Archie Renaux, Amita Suman, Freddy Carter, Kit Young"	"United States"	"2021"	"TV-14"	"33 min"	"Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game."	"Ação e Aventura, Comedias, Dramas"
"628"	"Among Family"	"Ozan Açıktan"	"Engin Günaydın, Demet Evgar, Erdal Özyağcılar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Şevket Çoruh, Derya Karadaş, Devin Özgür Çınar"	"Turkey"	"2017"	"TV-14"	"127 min"	"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter."	"Comedias, Filmes Internacionais"
"629"	"Dedemin Fisi"	"Meltem Bozoflu"	"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak"	"Turkey"	"2016"	"TV-14"	"101 min"	"When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money."	"Comedias, Filmes Internacionais"
"630"	"Deliha"	"Hakan Algül"	"Gupse Özay, Barış Arduç, Cihan Ercan"	"Turkey"	"2014"	"TV-MA"	"102 min"	"Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood."	"Comedias, Filmes Internacionais, Romantic Movies"
"631"	"Düğün Dernek"	"Selçuk Aydemir, Birkan Pusa"	"Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Zerrin Sümer, Şinasi Yurtsever"	"Turkey"	"2013"	"TV-MA"	"102 min"	"On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding."	"Comedias, Filmes Internacionais"
"632"	"Dügün Dernek 2: Sünnet"	"Selçuk Aydemir"	"Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Şinasi Yurtsever, Erdal Tosun"	"Turkey"	"2015"	"TV-MA"	"107 min"	"Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event."	"Comedias, Filmes Internacionais"
"633"	"G.O.R.A"	"Ömer Faruk Sorak"	"Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın"	"Turkey"	"2004"	"TV-MA"	"123 min"	"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom."	"Ação e Aventura, Comedias, Filmes Internacionais"
"634"	"Hayat Öpücügü"	"Şenol Sönmez"	"Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik"	"Turkey"	"2015"	"TV-14"	"98 min"	"High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do."	"Comedias, Dramas, Filmes Internacionais"
"635"	"Heroes: Silence and Rock & Roll"	"Alexis Morante"	"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu"	"Spain"	"2021"	"TV-MA"	"95 min"	"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound."	"Documentarios, Filmes Internacionais, Musicais"
"636"	"Kara Bela"	"Burak Aksak"	"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu"	"Turkey"	"2015"	"TV-MA"	"101 min"	"The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit."	"Comedias, Filmes Internacionais"
"637"	"Kocan Kadar Konus"	"Kıvanç Baruönü"	"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner"	"Turkey"	"2015"	"TV-MA"	"104 min"	"A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush."	"Comedias, Filmes Internacionais, Romantic Movies"
"638"	"Kocan Kadar Konus 2: Dirilis"	"Kıvanç Baruönü"	"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Nevra Serezli, Eda Ece"	"Turkey"	"2016"	"TV-14"	"104 min"	"Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance."	"Comedias, Filmes Internacionais, Romantic Movies"
"639"	"Legal Hash"	"Rindala Kodeih"	"Tony Issa, Rita Harb, Fadee Andrawos, Majed Geagea, Hagob De Jerejian, Adnan Dirani, Khitam el Leham, Joelle Frenn, Stephanie Salem, Mabelle Soueid, Joseph Abboud"		"2019"	"TV-MA"	"103 min"	"After a failed heist leads to a stint behind bars, a group of men reenters society with a risky business plan that soon reveals their true colors."	"Comedias, Filmes Internacionais"
"640"	"My Travel Buddy"	"Bedran Güzel"	"Oğuzhan Koç, İbrahim Büyükak, Emre Kınay, Aslı Bekiroğlu, Eda Ece, Bahar Şahin, Muharrem Bayrak, Toygan Avanoğlu"	"Turkey"	"2017"	"TV-MA"	"111 min"	"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy."	"Comedias, Filmes Internacionais"
"641"	"Niyazi Gül Dörtnala"	"Hakan Algül"	"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen"	"Turkey"	"2015"	"TV-MA"	"102 min"	"Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme."	"Comedias, Filmes Internacionais"
"642"	"One Like It"	"Marwan Nabil"	"Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib"	"Egypt"	"2020"	"TV-G"	"15 min"	"This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases."	"Dramas, Filmes Independentes, Filmes Internacionais"
"643"	"Perfume Imaginary Museum “Time Warp”"	"MIKIKO, Daito Manabe"	"Perfume"		"2020"	"TV-G"	"54 min"	"This visually stunning special performance was the highlight of Perfume’s ""P.O.P"" Festival — the J-pop trio’s 20th anniversary online celebration."	"Filmes Internacionais, Musicais"
"644"	"This Lady Called Life"	"Kayode Kasum"	"Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu"	"Nigeria"	"2020"	"TV-14"	"120 min"	"Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef."	"Dramas, Filmes Internacionais, Romantic Movies"
"645"	"Vizontele"	"Yılmaz Erdoğan, Ömer Faruk Sorak"	"Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş"	"Turkey"	"2001"	"TV-MA"	"106 min"	"In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers."	"Comedias, Dramas, Filmes Internacionais"
"646"	"HOMUNCULUS"	"Takashi Shimizu"	"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino"	"Japan"	"2021"	"TV-MA"	"116 min"	"Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas."	"Horror, Filmes Internacionais, Thrillers"
"647"	"Searching For Sheela"		"Ma Anand Sheela"	"India"	"2021"	"TV-14"	"58 min"	"Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune’s spokesperson returns to India after decades for an interview tour."	"Documentarios, Filmes Internacionais"
"648"	"Stowaway"	"Joe Penna"	"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson"	"Germany, United States"	"2021"	"TV-MA"	"116 min"	"A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board."	"Dramas, Filmes Internacionais, Thrillers"
"649"	"Wild Dog"	"Ahishor Solomon"	"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulakarni, Bilal Hussain, Ali Reza, Mayank Parakh"		"2020"	"TV-MA"	"126 min"	"A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security."	"Ação e Aventura, Filmes Internacionais"
"650"	"Oloibiri"	"Curtis Graham"	"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon"	"Canada, Nigeria, United States"	"2015"	"TV-14"	"86 min"	"After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community."	"Dramas, Filmes Internacionais, Thrillers"
"651"	"Tell Me When"	"Gerardo Gatica"	"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida"	"Mexico"	"2021"	"TV-MA"	"97 min"	"Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love."	"Comedias, Filmes Internacionais"
"652"	"Keymon and Nani in Space Adventure"				"2013"	"TV-Y"	"76 min"	"For Rohan and his magical pal, Keymon, a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!"	"Filmes familiares e infantis, Comedias"
"653"	"Motu Patlu Dino Invasion"	"Suhas Kadav"	"Sourav Chakraborty, Mayur Vyas, Anil Datt"		"2018"	"TV-Y7"	"80 min"	"A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!"	"Filmes familiares e infantis, Comedias"
"654"	"Motu Patlu in Octupus World"	"Suhas Kadav"	"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey"		"2017"	"TV-Y"	"81 min"	"While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen."	"Filmes familiares e infantis, Comedias"
"655"	"Motu Patlu VS Robo Kids"	"Suhas Kadav"	"Sourav Chakraborty, Anil Dutt"		"2019"	"TV-Y"	"84 min"	"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!"	"Filmes familiares e infantis"
"656"	"Rudra: Secret of the Black Moon"	"Akshay Sanjeev Chavan, Sumit Das"	"Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal"		"2020"	"TV-Y7"	"87 min"	"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?"	"Filmes familiares e infantis"
